16.6667 0.14896 0.00852589
14.2857 0.123748 0.00440572
12.5 0.120509 0.00200025
11.1111 0.124261 0.00448266
10 0.135147 0.00250287
8.33333 0.141824 0.00623325
7.14286 0.152467 0.00132037
6.25 0.156079 0.00354328
5 0.163156 0.0023543
4 0.159339 0.00319943
3.33333 0.160915 0.00252684
2.5 0.153706 0.00151156
2 0.150895 0.000385164
1.66667 0.144733 0.00116342
1.42857 0.144659 0.00211185
1.25 0.143402 0.00201864
1.11111 0.152831 0.00156341
1 0.148575 0.00280512
0.666667 0.148377 0.00137043
0.5 0.15048 0.00302409
