0.06 4.79271e-05 3.12639e-06
0.07 0.00017662 7.39715e-06
0.08 0.000480593 9.39831e-06
0.09 0.000926453 3.94829e-05
0.10 0.00175306 3.84441e-05
0.12 0.0040545 0.000211251
0.14 0.00749537 7.68636e-05
0.16 0.011471 0.000308682
0.2 0.0214625 0.000367135
0.25 0.0340735 0.000811157
0.3 0.04763 0.000886759
0.4 0.0695586 0.000810874
0.5 0.0899782 0.000272296
0.6 0.104956 0.000999738
0.7 0.121786 0.00210726
0.8 0.136063 0.00227063
0.9 0.158932 0.00192187
1.0 0.170744 0.00382086
1.5 0.235758 0.00258028
2.0 0.29717 0.00707893
