3.566728905478275008e-05 -2.677856099653762548e-05
4.273096617712426068e-05 2.432173503366710359e-05
5.119355910750653137e-05 7.826159355438035733e-05
6.133211412141616257e-05 2.074699469327681616e-05
7.347854472674957785e-05 1.738885925618683607e-05
8.803049776618857404e-05 1.235586440704955166e-04
1.054643714812412134e-04 -1.522236144983699904e-04
1.263509117201124193e-04 2.247639886940654499e-04
1.513738968741993403e-04 6.375590861190567362e-06
1.813525232460453903e-04 -2.152350023372572951e-05
2.172682236953967676e-04 -4.977375657573063954e-05
2.602967975455632043e-04 2.914601063424015708e-05
3.118469036110202734e-04 1.776407474800234477e-05
3.736061765214697644e-04 6.225997495518212658e-05
4.475964760871811005e-04 -5.460080246410066771e-05
5.362400784456776903e-04 -1.925454653625352573e-05
6.424389759391627673e-04 -2.945447018847760935e-04
7.696698818224755609e-04 -1.613942927093576000e-04
9.220980500422212281e-04 5.100927807976954413e-05
1.104713636290866356e-03 -3.635615097117792785e-04
1.323495064490274719e-03 5.096953901012578336e-04
1.585604746956266811e-03 -2.217174706959174014e-04
1.899623565682532957e-03 4.051961840179637642e-04
2.275831791134231338e-03 1.280000255207724199e-04
2.726545635201299035e-03 -1.625282843896287894e-04
3.266520456298869536e-03 2.121300490849093313e-04
3.913433816643671105e-03 -3.886665682904489011e-04
4.688464205916189308e-03 5.866536745681823006e-05
5.616984377420690400e-03 4.954365667091965289e-04
6.729391995011011450e-03 -1.840205625718974224e-04
8.062104784295838836e-03 7.969047755179055619e-05
9.658752767137533668e-03 -7.376289839844121180e-04
1.157160661052302961e-02 -1.828890934995263621e-06
1.386328885073879850e-02 1.282937682832522132e-03
1.660882401448415119e-02 1.652858770507922327e-03
1.989809475328107799e-02 6.974988095968577160e-04
2.383878439950155512e-02 4.271575837058832733e-04
2.855990227668465248e-02 7.879970215577964798e-04
3.421600717488061660e-02 1.691755236300697624e-03
4.099226725811416783e-02 3.843632672396222073e-03
4.911052205396679304e-02 2.812621586499334733e-03
5.883654498119390841e-02 1.627421538992100290e-03
7.048874417421191474e-02 3.605182572713333533e-03
8.444858644989507168e-02 7.247058506090746366e-03
1.011730856739316703e-01 8.910717187402437608e-03
1.212097643677900460e-01 9.010439697288080002e-03
1.452145783656835776e-01 1.484790277132345612e-02
1.739733913345264948e-01 1.721441243226710938e-02
2.084277021844024025e-01 1.988645926892899582e-02
2.497054676271551199e-01 2.178467091864521449e-02
2.991580289443998564e-01 2.600876169314250697e-02
3.584043518643633131e-01 3.172597674033186821e-02
4.293840278617030437e-01 3.591550702786321797e-02
5.144207720237573556e-01 3.928663612975580310e-02
6.162984962606717909e-01 4.829668831454128619e-02
7.383524483253642856e-01 4.616480522879873316e-02
8.845784003300184439e-01 5.465447374352145476e-02
1.059763461345771152e+00 6.365547842365910924e-02
1.269642796596168521e+00 7.363905626489630762e-02
1.521087383878575672e+00 7.205668621735794588e-02
1.822328953936859453e+00 8.637299912601380247e-02
2.183229478827697356e+00 1.474635628007086308e-01
2.615604030723977846e+00 2.853244343482622125e-01
3.133607580827036720e+00 4.205916465154146966e-01
3.754198401314857048e+00 5.597018488780323153e-01
4.497693241064751213e+00 6.874337979842279900e-01
5.388432450355997716e+00 8.163780465410589438e-01
6.455576829240560421e+00 9.422075502426409122e-01
7.734062286606987691e+00 1.029695247484918363e+00
9.265743563329767341e+00 1.061778225532042708e+00
1.110076446243003190e+01 7.956088717051549297e-01
1.329919944450372959e+01 -9.172787109077451539e-02
1.593302033056294320e+01 -1.846557573007822750e+00
1.908845249772142338e+01 -3.487604916919331277e+00
2.286879770427636416e+01 1.147331147706371457e+00
2.739781595713660067e+01 1.776269488429991483e+01
3.282377713633646721e+01 2.507644024177372089e+01
3.932431501771733195e+01 2.084068147820790884e+01
4.711224260357216309e+01 1.938264676147840149e+01
5.644251914210912702e+01 1.990226328057178407e+01
6.762059692029626490e+01 1.917461370638315543e+01
8.101242108532693464e+01 1.799262696880674284e+01
9.705640986639149048e+01 1.701142741704888550e+01
1.162778074022916428e+02 1.635753707769672971e+01
1.393058790542206395e+02 1.603689303727903592e+01
1.668945121396113223e+02 1.555469002785285504e+01
1.999468965087803554e+02 1.565780574647600076e+01
2.395450929509871116e+02 1.649286186245461749e+01
2.869854574330801142e+02 1.513889950323293299e+01
3.438210808806920227e+02 1.559138225876130512e+01
4.119126338850558113e+02 1.553298734406567050e+01
4.934892808768782970e+02 1.489990753289162306e+01
5.912216579604497610e+02 1.540550093024570977e+01
7.083093035382709104e+02 1.547035784217547771e+01
8.485854040083746668e+02 1.546856506563076472e+01
1.016642283673107954e+03 1.527895672916136505e+01
1.217981747116960832e+03 1.546289437899816299e+01
1.459195195925066173e+03 1.544938645801189203e+01
1.748179416358953858e+03 1.543112334419327958e+01
2.094395102393196339e+03 1.545173816630589769e+01
