0.06 0.000398729 2.05552e-05
0.07 0.000883497 1.16167e-05
0.08 0.00149662 2.39996e-05
0.09 0.00235778 5.06553e-05
0.10 0.00356401 9.98473e-05
0.12 0.00677429 9.61108e-05
0.14 0.0105037 0.00011064
0.16 0.0151389 0.000270811
0.2 0.0260861 0.000277476
0.25 0.0397243 0.000482922
0.3 0.0536289 0.00070589
0.4 0.0742411 0.00118161
0.5 0.0940879 0.000945829
0.6 0.11511 0.00199171
0.7 0.129604 0.00235836
0.8 0.146138 0.00214228
0.9 0.161472 0.00213322
1.0 0.175505 0.00301139
1.5 0.246399 0.00350867
2.0 0.305176 0.00532384
