0.001086 0.158406 0.00898568
0.003546 0.130337 0.00179834
0.007831 0.116627 0.0018898
0.014994 0.115791 0.00250014
0.02561 0.12167 0.00341055
0.054429 0.128705 0.00182766
0.088392 0.133964 0.00141289
0.124437 0.135626 0.00242678
0.202091 0.140373 0.0014933
0.280258 0.137808 0.0016756
0.336395 0.137636 0.00181184
0.409724 0.127108 0.00202345
0.454851 0.12639 0.00127159
0.482099 0.128799 0.00223032
0.499552 0.124497 0.00226646
0.513836 0.128564 0.00188502
0.521592 0.125852 0.0016642
0.529469 0.127664 0.00219332
0.545685 0.126994 0.00180944
0.551799 0.127226 0.00221957
