16.6667 0.000398729 2.05552e-05
14.2857 0.000883497 1.16167e-05
12.5 0.00149662 2.39996e-05
11.1111 0.00235778 5.06553e-05
10 0.00356401 9.98473e-05
8.33333 0.00677429 9.61108e-05
7.14286 0.0105037 0.00011064
6.25 0.0151389 0.000270811
5 0.0260861 0.000277476
4 0.0397243 0.000482922
3.33333 0.0536289 0.00070589
2.5 0.0742411 0.00118161
2 0.0940879 0.000945829
1.66667 0.11511 0.00199171
1.42857 0.129604 0.00235836
1.25 0.146138 0.00214228
1.11111 0.161472 0.00213322
1 0.175505 0.00301139
0.666667 0.246399 0.00350867
0.5 0.305176 0.00532384
