0 2.12223031e+01  6.17415637e+03  6.19813661e+03
0.003 2.11042794e+01  6.17405562e+03  6.19791227e+03
0.006 2.07548672e+01  6.17375726e+03  6.19724785e+03
0.009 2.01875020e+01  6.17327236e+03  6.19616798e+03
0.012 1.94231330e+01  6.17261823e+03  6.19471114e+03
0.015 1.84884852e+01  6.17181703e+03  6.19292658e+03
0.018 1.74141167e+01  6.17089429e+03  6.19087086e+03
0.021 1.62325170e+01  6.16987731e+03  6.18860446e+03
0.024 1.49764159e+01  6.16879379e+03  6.18618865e+03
0.027 1.36773937e+01  6.16767068e+03  6.18368292e+03
0.03 1.23648193e+01  6.16653317e+03  6.18114294e+03
0.033 1.10650958e+01  6.16540403e+03  6.17861906e+03
0.036 9.80116929e+00  6.16430315e+03  6.17615530e+03
0.039 8.59225213e+00  6.16324724e+03  6.17378877e+03
0.042 7.45371534e+00  6.16224969e+03  6.17154943e+03
0.045 6.39711627e+00  6.16132064e+03  6.16946004e+03
0.048 5.45390958e+00  6.16048688e+03  6.16758025e+03
0.054 3.80454844e+00  6.15901934e+03  6.16426254e+03
0.06 2.52788560e+00  6.15786698e+03  6.16164438e+03
0.066 1.59022823e+00  6.15700215e+03  6.15966860e+03
0.072 9.37341000e-01  6.15637977e+03  6.15823819e+03
0.078 5.07920137e-01  6.15594907e+03  6.15724184e+03
0.084 2.43495580e-01  6.15566229e+03  6.15657284e+03
0.09 9.42010897e-02  6.15547961e+03  6.15614030e+03
0.096 3.30033673e-02  6.15538398e+03  6.15590205e+03
0.108 3.48591034e-03  6.15530498e+03  6.15566303e+03
0.12 5.20620286e-02  6.15535330e+03  6.15567234e+03
0.132 1.31283511e-01  6.15548667e+03  6.15582882e+03
0.144 2.27944729e-01  6.15567735e+03  6.15608196e+03
0.156 3.35141752e-01  6.15589642e+03  6.15638832e+03
0.168 4.42637794e-01  6.15611447e+03  6.15670254e+03
0.18 5.37146483e-01  6.15630665e+03  6.15698283e+03
0.192 5.97520356e-01  6.15644350e+03  6.15717693e+03
0.216 6.30555539e-01  6.15659132e+03  6.15735426e+03
0.24 5.38588587e-01  6.15656155e+03  6.15722693e+03
0.264 3.82680108e-01  6.15642422e+03  6.15691766e+03
0.288 2.27773588e-01  6.15625779e+03  6.15657313e+03
0.312 1.10971979e-01  6.15611474e+03  6.15629367e+03
0.336 4.26197537e-02  6.15601432e+03  6.15610908e+03
0.36 1.28923048e-02  6.15595546e+03  6.15600737e+03
0.384 7.70467520e-03  6.15592616e+03  6.15596811e+03
0.432 9.82054414e-03  6.15587834e+03  6.15592529e+03
0.48 1.32569852e-02  6.15582310e+03  6.15588236e+03
0.528 7.13622263e-03  6.15576476e+03  6.15582226e+03
0.576 -5.40534153e-03  6.15569925e+03  6.15573938e+03
0.624 -1.22551990e-02  6.15564791e+03  6.15567698e+03
0.672 -1.90953413e-02  6.15560960e+03  6.15561520e+03
0.72 -2.27092043e-02  6.15558222e+03  6.15557698e+03
0.768 -2.25581720e-02  6.15553346e+03  6.15553523e+03
0.864 -2.53965804e-02  6.15544909e+03  6.15544579e+03
0.96 -2.18844078e-02  6.15538437e+03  6.15537679e+03
1.056 -1.99874285e-02  6.15530980e+03  6.15530376e+03
1.152 -2.05505419e-02  6.15526167e+03  6.15525582e+03
1.248 -1.55339450e-02  6.15521226e+03  6.15521470e+03
1.344 -1.79267291e-02  6.15516642e+03  6.15517446e+03
1.44 -1.44938233e-02  6.15511462e+03  6.15511938e+03
1.536 -1.05196991e-02  6.15508727e+03  6.15509374e+03
