0.000814 0.128705 0.00806873
0.002657 0.129568 0.00952834
0.00634 0.106037 0.00534804
0.012861 0.107828 0.00623495
0.019984 0.107555 0.0045373
0.044822 0.112326 0.00457316
0.076766 0.125952 0.00216421
0.106248 0.133028 0.00226782
0.172483 0.139452 0.00400972
0.240622 0.136973 0.00229547
0.290988 0.134429 0.0011697
0.3571 0.128933 0.00147249
0.396814 0.13104 0.000909676
0.422324 0.127322 0.00103673
0.438209 0.123218 0.00148665
0.450986 0.12883 0.00112081
0.458833 0.122611 0.00161884
0.465193 0.1244 0.0027522
0.481139 0.128418 0.000858613
0.486293 0.124393 0.00381826
