0.000814 0.152596 0.00806873
0.002657 0.15362 0.00952834
0.00634 0.125721 0.00534804
0.012861 0.127844 0.00623495
0.019984 0.12752 0.0045373
0.044822 0.133177 0.00457316
0.076766 0.149332 0.00216421
0.106248 0.157722 0.00226782
0.172483 0.165338 0.00400972
0.240622 0.162399 0.00229547
0.290988 0.159383 0.0011697
0.3571 0.152867 0.00147249
0.396814 0.155365 0.000909676
0.422324 0.150957 0.00103673
0.438209 0.146091 0.00148665
0.450986 0.152745 0.00112081
0.458833 0.145371 0.00161884
0.465193 0.147492 0.0027522
0.481139 0.152256 0.000858613
0.486293 0.147484 0.00381826
