0.000974 0.11855 0.00638682
0.003046 0.112304 0.00441874
0.007687 0.127856 0.00314367
0.014218 0.133416 0.00338161
0.023224 0.137506 0.00283694
0.049841 0.142675 0.00172353
0.080635 0.151922 0.00314489
0.116522 0.161859 0.0039514
0.185007 0.165315 0.00325128
0.255331 0.161158 0.0017059
0.310842 0.158779 0.00196297
0.378252 0.145672 0.00150006
0.424627 0.153917 0.000812489
0.450199 0.152033 0.00129406
0.468895 0.158223 0.000814207
0.480111 0.149647 0.00039419
0.48847 0.14854 0.00104968
0.494718 0.145174 0.00274587
0.511823 0.154495 0.000728489
0.516893 0.152967 0.00116123
