16.6667 0.0999893 0.00638682
14.2857 0.0947207 0.00441874
12.5 0.107838 0.00314367
11.1111 0.112528 0.00338161
10 0.115977 0.00283694
8.33333 0.120337 0.00172353
7.14286 0.128136 0.00314489
6.25 0.136517 0.0039514
5 0.139432 0.00325128
4 0.135926 0.0017059
3.33333 0.13392 0.00196297
2.5 0.122865 0.00150006
2 0.129819 0.000812489
1.66667 0.12823 0.00129406
1.42857 0.133451 0.000814207
1.25 0.126217 0.00039419
1.11111 0.125284 0.00104968
1 0.122445 0.00274587
0.666667 0.130306 0.000728489
0.5 0.129018 0.00116123
