6.000000000000000125e-03 1.444816834504431824e-01 1.430202696995593326e-01 3.053621202434531057e-01
1.200000000000000025e-02 2.858143324508863881e-01 2.834262418991184140e-01 6.048451554869060942e-01
1.799999999999999864e-02 4.209821046763295715e-01 4.187082590986767050e-01 8.928104482303589329e-01
2.400000000000000050e-02 5.472231325517727951e-01 5.465544912982349679e-01 1.164075760973811935e+00
2.999999999999999889e-02 6.621298122022158950e-01 6.649269334977929713e-01 1.414093483717265176e+00
3.599999999999999728e-02 7.637226517526590763e-01 7.721160356973510996e-01 1.639080961460718244e+00
4.200000000000000261e-02 8.504947963531023225e-01 8.667720828969097679e-01 1.836098126704170941e+00
4.800000000000000100e-02 9.214276954535455255e-01 9.479142550964682057e-01 2.003073876947623511e+00
5.399999999999999939e-02 9.759811312539886652e-01 1.014920802296026769e+00 2.138787542191076696e+00
5.999999999999999778e-02 1.014062706296931848e+00 1.067505006995585148e+00 2.242815327434529937e+00
6.600000000000000311e-02 1.035982817329875072e+00 1.105682236695143095e+00 2.315453002677982486e+00
7.199999999999999456e-02 1.042401189035318199e+00 1.129733216394700923e+00 2.357625842921434955e+00
7.799999999999999989e-02 1.034270384383261465e+00 1.140167638594258737e+00 2.370795575664887966e+00
8.400000000000000522e-02 1.012780587771204610e+00 1.137690975793816950e+00 2.356871370908340868e+00
8.999999999999999667e-02 9.793086135216478860e-01 1.123175965493375950e+00 2.318129381151793567e+00
9.600000000000000200e-02 9.355806250345910513e-01 1.097788610192935499e+00 2.257506943895246199e+00
1.079999999999999988e-01 8.245798720204774446e-01 1.019607624592053341e+00 2.083286179382151548e+00
1.199999999999999956e-01 6.919335172213638696e-01 9.124513339911702881e-01 1.856106639869057329e+00
1.320000000000000062e-01 5.514169075222501437e-01 7.876812033902875765e-01 1.601659500355961718e+00
1.439999999999999891e-01 4.162515419731366850e-01 6.570949877894043389e-01 1.345539260842865792e+00
1.559999999999999998e-01 2.982782808040229661e-01 5.320771621885198588e-01 1.111519136329770507e+00
1.680000000000000104e-01 2.070968233249092516e-01 4.226698965876354297e-01 9.197292168166754101e-01
1.799999999999999933e-01 1.492644812607957228e-01 3.367255409867518923e-01 7.849940173035803159e-01
1.920000000000000040e-01 1.273768599171820892e-01 2.793823003858676435e-01 7.154215777904856521e-01
2.159999999999999976e-01 1.805546863299548610e-01 2.536279091840976663e-01 7.651104987642958211e-01
2.399999999999999911e-01 3.254908051617275699e-01 3.298272279823292741e-01 1.013304709738104936e+00
2.640000000000000124e-01 4.995483601335005130e-01 4.704191167805628071e-01 1.360157070711917493e+00
2.879999999999999782e-01 6.484249703252731312e-01 6.315615755787963304e-01 1.706570201685728261e+00
3.119999999999999996e-01 7.436365225970459347e-01 7.766604243770286464e-01 1.985544682659537097e+00
