0.000769 0.153254 0.0110791
0.002535 0.128151 0.00498258
0.006119 0.117997 0.00677917
0.011877 0.11153 0.00354503
0.019451 0.109946 0.00332401
0.041617 0.117039 0.00391057
0.068751 0.124804 0.00243333
0.098353 0.124095 0.00312698
0.157682 0.135716 0.00171974
0.218723 0.131676 0.00288486
0.271555 0.134267 0.00272091
0.334472 0.128728 0.0021138
0.3715 0.126942 0.00182755
0.393731 0.124213 0.0019421
0.408933 0.120432 0.00277388
0.421969 0.126383 0.00152117
0.429496 0.124697 0.00218655
0.435559 0.124816 0.00340744
0.450677 0.131276 0.00160815
0.455408 0.122751 0.001284
