10 3514.49 365.968
8.33333 267.811 10.8008
7.14286 55.1065 2.22479
6.25 18.3339 0.781303
5 4.8875 0.109533
4 2.08383 0.0186756
3.33333 1.34424 0.00411109
2.5 0.943482 0.00239708
2 0.822875 0.00304454
1.66667 0.782227 0.00344915
1.42857 0.758121 0.00622936
1.25 0.758081 0.00524041
1.11111 0.751226 0.00354073
1 0.762707 0.00392406
0.666667 0.815692 0.00723795
0.5 0.866484 0.00452036
